Brand;Material;Variant;Color,hex
Prusament;ASA;;Olive Green;#43A047
Prusament;ASA;;Prusa Go Green;#43A047
Prusament;ASA;;Orange;#FB8C00
Prusament;ASA;;Signal White;#FFFFFF
Prusament;ASA;;Jet Black;#000000
Prusament;ASA;;Prusa Galaxy Black;#000000
Prusament;ASA;;Natural;
Prusament;ASA;;Lipstick Red;#E53935
Prusament;ASA;;Sapphire Blue;#1E88E5
Prusament;PC;Blend;Orange;#FB8C00
Prusament;PC;Blend;Prusa Go Green;#43A047
Prusament;PC;Blend;Jet Black;#000000
Prusament;PC;Blend;Urban Grey;#9E9E9E
Prusament;PC;Blend;Natural;
Prusament;PC;Blend Carbon Fiber;Black;#000000
Redline Filament;PLA;;Beige;#F5F5DC
Redline Filament;PLA;;Maisgelb;#FDD835
Redline Filament;PLA;;Elfenbein;
Redline Filament;PLA;;Schwefelgelb;#FDD835
Redline Filament;PLA;;Gelb;#FDD835
Redline Filament;PLA;;Gelbgold;#FDD835
Redline Filament;PLA;;Goldbraun;#6D4C41
Redline Filament;PLA;;Bronzegold;#D4AF37
Redline Filament;PLA;;Hellorange;#FB8C00
Redline Filament;PLA;;Orange;#FB8C00
Redline Filament;PLA;;Braunrot;#E53935
Redline Filament;PLA;;Rot;#E53935
Redline Filament;PLA;;Orientrot;#E53935
Redline Filament;PLA;;Kupferbraun;#6D4C41
Redline Filament;PLA;;Lila;#8E24AA
Redline Filament;PLA;;Magenta;
Redline Filament;PLA;;Leichtes Pink;#FF66CC
Redline Filament;PLA;;Dunkelblau;#1E88E5
Redline Filament;PLA;;Kobaltblau;#1E88E5
Redline Filament;PLA;;Blau;#1E88E5
Redline Filament;PLA;;Himmelblau;#1E88E5
Redline Filament;PLA;;Dunkel Grün;#43A047
Redline Filament;PLA;;Olivgrün;#43A047
Redline Filament;PLA;;Apfelgrün;#43A047
Redline Filament;PLA;;Leichtes Grün;#43A047
Redline Filament;PLA;;Beigebraun;#6D4C41
Redline Filament;PLA;;Braun;#6D4C41
Redline Filament;PLA;;Khaki;
Redline Filament;PLA;;Hellgrau;#9E9E9E
Redline Filament;PLA;;Silber;
Redline Filament;PLA;;Grau;#9E9E9E
Redline Filament;PLA;;Eisengrau;#9E9E9E
Redline Filament;PLA;;Weiß;#FFFFFF
Redline Filament;PLA;;Transparent;
Redline Filament;PLA;;Cream Weiß;#FFFFFF
Redline Filament;PLA;;Schwarz;#000000
Redline Filament;PLA;;Glow in the Dark Grün;#43A047
Redline Filament;PLA;;Glow in the Dark Blau;#1E88E5
Redline Filament;PLA;;Neon Gelb;#FDD835
Redline Filament;PLA;;Neon Grpn;
Redline Filament;PLA;;Neon Orange;#FB8C00
Redline Filament;PLA;;Neon Pink;#FF66CC
Redline Filament;PLA;;Neon Transparent;
Redline Filament;PLA;;Matt Graphitschwarz;#000000
Redline Filament;PLA;;Anthrazitgrau;#9E9E9E
Redline Filament;PLA;;Lavendel;
Redline Filament;PLA;;GreenyHT Schwarz;#000000
Redline Filament;PLA;;Taubenblau;#1E88E5
Redline Filament;PLA;;Iceland Blue;#1E88E5
Redline Filament;PLA;;Wasserblau;#1E88E5
Redline Filament;PLA;;CF10 Carbon;
Redline Filament;PLA;;CF10 Blue Carbon;#1E88E5
Redline Filament;PLA;;CF10 Gray Carbon;#9E9E9E
Redline Filament;PLA;;CF10 Red Carbon;#E53935
Redline Filament;PLA;Pastel;Minzcocktail;
Redline Filament;PLA;Pastel;Flieder;
Redline Filament;PLA;Pastel;Rose;
Redline Filament;PLA;Pastel;Polarblau;#1E88E5
Redline Filament;PLA;Pastel;Aprikosen Sorbet;
Redline Filament;PLA;Pastel;Zitronencreme;
Redline Filament;PLA;Pastel;Limettensaft;
Redline Filament;PLA;Pastel;Soft Blue;#1E88E5
Redline Filament;TPU;;Schwarz;#000000
Redline Filament;TPU;;Rot;#E53935
Redline Filament;TPU;;Dunkelblau;#1E88E5
Redline Filament;TPU;;Weiß;#FFFFFF
Redline Filament;PA6;Natur;Natur;
Redline Filament;Carbon;;ASA CF10 Carbon;
Redline Filament;Carbon;;PET-G CF10 Dunkelgrau;#9E9E9E
Redline Filament;Carbon;;Carbon PA6 CF Nylon;
Redline Filament;Carbon;;PLA CF10 Carbon;
Redline Filament;Carbon;;PC Blend Carbon Fiber;
Redline Filament;Carbon;;PLA CF10 Blue;#1E88E5
Redline Filament;Carbon;;PLA CF10 RED;#E53935
Redline Filament;Carbon;;PLA CF10 Gray;#9E9E9E
Redline Filament;ASA-X;;Schwarz;#000000
Redline Filament;ASA-X;;Weiß;#FFFFFF
Redline Filament;ASA-X;;Dunkelblau;#1E88E5
Redline Filament;ASA-X;;Eisengrau;#9E9E9E
Redline Filament;ASA-X;;Rot;#E53935
Redline Filament;ASA-X;;Hellgrau;#9E9E9E
Redline Filament;ASA-X;;Verkehrsblau;#1E88E5
Redline Filament;ASA-X;;Apfelgrün;#43A047
Redline Filament;ASA-X;;Blattgrün;#43A047
Redline Filament;ASA-X;;Dunkelsilber;
Redline Filament;ASA-X;;Gelb;#FDD835
Redline Filament;ASA-X;;Orange;#FB8C00
Redline Filament;ASA-X;;Kevlar Schwarz;#000000
Redline Filament;ASA-X;;Glitzer Eisengrau;#9E9E9E
Redline Filament;ABS;;Schwarz;#000000
Redline Filament;ABS;;Weiß;#FFFFFF
Redline Filament;ABS;;Eisengrau;#9E9E9E
Redline Filament;ABS;;Rot;#E53935
Redline Filament;ABS;;Glitzer Eisengrau;#9E9E9E
Redline Filament;ABS;;Neon Grün;#43A047
Redline Filament;ABS;;Dunkelblau;#1E88E5
Redline Filament;ABS;;Bronzegold;#D4AF37
Redline Filament;ABS;;Silber;
Redline Filament;ABS;;Magenta;
Redline Filament;ABS;;Orange;#FB8C00
Redline Filament;ABS;;Dunkelgrün;#43A047
Redline Filament;ABS;;Kevlar Schwarz;#000000
Redline Filament;ABS;;Neon Gelb;#FDD835
Redline Filament;ABS;;Gelb;#FDD835
Redline Filament;ABS;;Blau;#1E88E5
Redline Filament;ABS;;Neon Pink;#FF66CC
Redline Filament;ABS;;Himmelblau;#1E88E5
Redline Filament;ABS;;Dunkelrot;#E53935
Redline Filament;ABS;;Graualuminium;#9E9E9E
Redline Filament;ABS;;Glow in the Dark;
Redline Filament;ABS;;Signalweiß;#FFFFFF
Redline Filament;ABS;;Natur;
Redline Filament;ABS;;Zinkgelb;#FDD835
Fiberlogy;PLA;Easy;White;#FFFFFF
Fiberlogy;PLA;Easy;Beige;#F5F5DC
Fiberlogy;PLA;Easy;Black;#000000
Fiberlogy;PLA;Easy;True Gold;#D4AF37
Fiberlogy;PLA;Easy;Inox;
Fiberlogy;PLA;Easy;Navy Blue;#1E88E5
Fiberlogy;PLA;Easy;Pink;#FF66CC
Fiberlogy;PLA;Easy;True Blue;#1E88E5
Fiberlogy;PLA;Easy;Burgundy;
Fiberlogy;PLA;Easy;Vertigo;
Fiberlogy;PLA;Easy;Lithophane White;#FFFFFF
Fiberlogy;PLA;Easy;Red;#E53935
Fiberlogy;PLA;Easy;Light Green;#43A047
Fiberlogy;PLA;Easy;Yellow;#FDD835
Fiberlogy;PLA;Easy;Graphite;
Fiberlogy;PLA;Easy;Pastel Yellow;#FDD835
Fiberlogy;PLA;Easy;Alien Green;#43A047
Fiberlogy;PLA;Easy;Pastel Blue;#1E88E5
Fiberlogy;PLA;Easy;Orange;#FB8C00
Fiberlogy;PLA;Easy;Ruby Red;#E53935
Fiberlogy;PLA;Easy;Aurora;
Fiberlogy;PLA;Easy;Gray;#9E9E9E
Fiberlogy;PLA;Easy;Onyx;
Fiberlogy;PLA;Easy;Neon Yellow;#FDD835
Fiberlogy;PLA;Easy;Sandstone;
Fiberlogy;PLA;Easy;Midnight Sky;
Fiberlogy;PLA;Easy;Neon Green;#43A047
Fiberlogy;PLA;Easy;Brown;#6D4C41
Fiberlogy;PLA;Easy;Pastel Lilac;#8E24AA
Fiberlogy;PLA;Easy;Pastel Pink;#FF66CC
Fiberlogy;PLA;Easy;Pastel Mint;
Fiberlogy;PLA;Easy;Spectra Blue;#1E88E5
Fiberlogy;PLA;Easy;Skin3;
Fiberlogy;PLA;Easy;Skin2;
Fiberlogy;PLA;Easy;Candy;
Fiberlogy;PLA;Easy;Granite;
Fiberlogy;PLA;Easy;Green;#43A047
Fiberlogy;PLA;Easy;Skin1;
Fiberlogy;PLA;Easy;Onyx Gold;#D4AF37
Fiberlogy;PLA;Easy;Brick;
Fiberlogy;PLA;Easy;Neon Orange;#FB8C00
Fiberlogy;PLA;Easy;Blue;#1E88E5
Fiberlogy;PLA;Easy;Red Orange;#E53935
Fiberlogy;PLA;Easy;Irish Green;#43A047
Fiberlogy;PLA;HS Clear;Pure Transparent;
Fiberlogy;PLA;HS Clear;Burgundy;
Fiberlogy;PLA;HS Clear;Navy Blue;#1E88E5
Fiberlogy;PLA;HS Clear;Pink;#FF66CC
Fiberlogy;PLA;HS Clear;Orange;#FB8C00
Fiberlogy;PLA;HS Clear;Green;#43A047
Fiberlogy;PLA;HS Clear;Light Green;#43A047
Fiberlogy;PLA;HS Clear;Blue;#1E88E5
Fiberlogy;PLA;HS Clear;Turquoise;
Fiberlogy;PLA;Impact;Khaki;
Fiberlogy;PLA;Impact;White;#FFFFFF
Fiberlogy;PLA;Impact;Graphite;
Fiberlogy;PLA;Impact;Black;#000000
Fiberlogy;PLA;Impact;Vertigo;
Fiberlogy;PLA;Impact;Light Green;#43A047
Fiberlogy;PLA;Impact;Gray;#9E9E9E
Fiberlogy;PLA;Impact;Onyx;
Fiberlogy;PLA;Impact;Orange;#FB8C00
Fiberlogy;PLA;Impact;Yellow;#FDD835
Fiberlogy;PLA;Impact;Army Green;#43A047
Fiberlogy;PLA;Impact;Red;#E53935
Fiberlogy;PLA;Impact;Olive Green;#43A047
Fiberlogy;PLA;Impact;Plue;
Fiberlogy;PLA;Matte;Pastel Pink;#FF66CC
Fiberlogy;PLA;Matte;Beige;#F5F5DC
Fiberlogy;PLA;Matte;Skin1;
Fiberlogy;PLA;Matte;Gray;#9E9E9E
Fiberlogy;PLA;Matte;Pastel Yellow;#FDD835
Fiberlogy;PLA;Matte;White;#FFFFFF
Fiberlogy;PLA;Matte;Skin2;
Fiberlogy;PLA;Matte;Pastel Mint;
Fiberlogy;PLA;Matte;Graphite;
Fiberlogy;PLA;Matte;Skin3;
Fiberlogy;PLA;Matte;Pastel Lilac;#8E24AA
Fiberlogy;PLA;Matte;Black;#000000
Fiberlogy;PLA;Matte;Blue;#1E88E5
Fiberlogy;PLA;Matte;Red;#E53935
Fiberlogy;PLA;Matte;Pastel Blue;#1E88E5
Fiberlogy;PLA;Mineral;White;#FFFFFF
Fiberlogy;PLA;Mineral;Marble;
Fiberlogy;PLA;Mineral;Concrete;
Fiberlogy;PLA;Mineral;Natur;
Fiberlogy;PLA;Mineral;Black;#000000
Fiberlogy;PETG;Easy;Black;#000000
Fiberlogy;PETG;Easy;Burgundy;
Fiberlogy;PETG;Easy;White;#FFFFFF
Fiberlogy;PETG;Easy;Transparent;
Fiberlogy;PETG;Easy;Graphite;
Fiberlogy;PETG;Easy;Pastel Pink;#FF66CC
Fiberlogy;PETG;Easy;Orange;#FB8C00
Fiberlogy;PETG;Easy;Pastel Blue;#1E88E5
Fiberlogy;PETG;Easy;Bottle Green;#43A047
Fiberlogy;PETG;Easy;Pastel Mint;
Fiberlogy;PETG;Easy;Gray;#9E9E9E
Fiberlogy;PETG;Easy;Vertigo;
Fiberlogy;PETG;Easy;Yellow;#FDD835
Fiberlogy;PETG;Easy;Silver;#C0C0C0
Fiberlogy;PETG;Easy;Blue;#1E88E5
Fiberlogy;PETG;Easy;Light Green;#43A047
Fiberlogy;PETG;Easy;Red;#E53935
Fiberlogy;PETG;Easy;Orange;#FB8C00
Fiberlogy;PETG;Easy;Pastel Lilac;#8E24AA
Fiberlogy;PETG;Easy;Pastel Yellow;#FDD835
Fiberlogy;PETG;Easy;Navy Blue;#1E88E5
Fiberlogy;PETG;Easy;Onyx;
Fiberlogy;PETG;;Scarlet;
Fiberlogy;PETG;CF;Black;#000000
Fiberlogy;PETG+TPE;;Natural;
Fiberlogy;PETG+TPE;;Black;#000000
Fiberlogy;PETG;Matte;Black;#000000
Fiberlogy;PETG;Matte;Pastel Lilac;#8E24AA
Fiberlogy;PETG;Matte;Red;#E53935
Fiberlogy;PETG;Matte;White;#FFFFFF
Fiberlogy;PETG;Matte;Gray;#9E9E9E
Fiberlogy;PETG;Matte;Pastel Mint;
Fiberlogy;PETG;Matte;Graphite;
Fiberlogy;PETG;Matte;Pastel Pink;#FF66CC
Fiberlogy;PETG;Matte;Pastel Yellow;#FDD835
Fiberlogy;PETG;Matte;Blue;#1E88E5
Fiberlogy;PETG;Matte;Light Green;#43A047
Fiberlogy;PETG;Matte;Green;#43A047
Fiberlogy;PETG;Matte;Pastel Blue;#1E88E5
Fiberlogy;PETG;V0;Natural;
Fiberlogy;PETG;V0;Black;#000000
Fiberlogy;PETG;V0;Gray;#9E9E9E
Fiberlogy;PCTG;;Schwarz;#000000
Fiberlogy;PCTG;;Blau;#1E88E5
Fiberlogy;PCTG;;Navy Blau;#1E88E5
Fiberlogy;PCTG;;Rot;#E53935
Fiberlogy;PCTG;;Orange Transparent;#FB8C00
Fiberlogy;PCTG;;Graphit;
Fiberlogy;PCTG;;Orange;#FB8C00
Fiberlogy;PCTG;;Vertigo;
Fiberlogy;PCTG;;Grau;#9E9E9E
Fiberlogy;PCTG;;Weiß;#FFFFFF
Fiberlogy;PCTG;;Onyx;
Fiberlogy;PCTG;;Pure Transparent;
Fiberlogy;PCTG;;Burgundy;
Fiberlogy;PCTG;CF;Black;#000000
Fiberlogy;PCTG;GF10;Black;#000000
Fiberlogy;PCTG;GF10;Natural;
Fiberlogy;ASA;;Olivgrün;#43A047
Fiberlogy;ASA;;Weiß;#FFFFFF
Fiberlogy;ASA;;Rot;#E53935
Fiberlogy;ASA;;Graphit;
Fiberlogy;ASA;;Blau;#1E88E5
Fiberlogy;ASA;;Gelb;#FDD835
Fiberlogy;ASA;;Schwarz;#000000
Fiberlogy;ASA;;Orange;#FB8C00
Fiberlogy;ASA;;Vertigo;
Fiberlogy;ASA;;Hellgrün;#43A047
Fiberlogy;ASA;;Grau;#9E9E9E
Fiberlogy;ASA;;Natur;
Fiberlogy;ASA;;Onyx;
Fiberlogy;ASA;;Inox;
Fiberlogy;ASA;Matte;Black;#000000
Fiberlogy;ASA;Matte;Olive Green;#43A047
Fiberlogy;ASA;Matte;Graphite;
Fiberlogy;ASA;Matte;Gray;#9E9E9E
Fiberlogy;ASA;Matte;Natural;
Fiberlogy;ABS;;Gray;#9E9E9E
Fiberlogy;ABS;;Onyx;
Fiberlogy;ABS;;Red;#E53935
Fiberlogy;ABS;;Navy Blue;#1E88E5
Fiberlogy;ABS;;Black;#000000
Fiberlogy;ABS;;Graphite;
Fiberlogy;ABS;;Black;#000000
Fiberlogy;ABS;;Light Green;#43A047
Fiberlogy;ABS;;Blue;#1E88E5
Fiberlogy;ABS;;Beige;#F5F5DC
Fiberlogy;ABS;;Inox;
Fiberlogy;ABS;;Yellow;#FDD835
Fiberlogy;ABS;;Orange;#FB8C00
Fiberlogy;ABS;;White;#FFFFFF
Fiberlogy;ABS;;Burgundy;
Fiberlogy;ABS;;Green;#43A047
Fiberlogy;ABS;GF;Light Green;#43A047
Fiberlogy;ABS;GF;Red;#E53935
Fiberlogy;ABS;GF;Natural;
Fiberlogy;ABS;GF;Black;#000000
Fiberlogy;ABS;Plus;Red;#E53935
Fiberlogy;ABS;Plus;Graphite;
Fiberlogy;ABS;Plus;Blue;#1E88E5
Fiberlogy;ABS;Plus;Black;#000000
Fiberlogy;ABS;Plus;Gray;#9E9E9E
Fiberlogy;ABS;Plus;White;#FFFFFF
Fiberlogy;ABS;Plus;Yellow;#FDD835
Fiberlogy;ABS;Easy;Pure Transparent;
Fiberlogy;ABS;Easy;Orange Transparent;#FB8C00
Fiberlogy;ABS;Easy;Navy Blue Transparent;#1E88E5
Fiberlogy;ABS;Easy;Blue Transparent;#1E88E5
Fiberlogy;ABS;Easy;Burgundy Transparent;
Fiberlogy;ABS;Easy;Light Green Transparent;#43A047
Fiberlogy;PC/ABS;;Black;#000000
Fiberlogy;PC/ABS;;Natural;
Fiberlogy;Fiberflex 30D;;Black;#000000
Fiberlogy;Fiberflex 30D;;Red;#E53935
Fiberlogy;Fiberflex 30D;;Orange;#FB8C00
Fiberlogy;Fiberflex 30D;;Beige;#F5F5DC
Fiberlogy;Fiberflex 30D;;Blue;#1E88E5
Fiberlogy;Fiberflex 30D;;Yellow;#FDD835
Fiberlogy;Fiberflex 30D;;Pink;#FF66CC
Fiberlogy;Fiberflex 30D;;Graphite;
Fiberlogy;Fiberflex 30D;;White;#FFFFFF
Fiberlogy;Fiberflex 30D;;Green;#43A047
Fiberlogy;Fiberflex 30D;;Gray;#9E9E9E
Fiberlogy;Fiberflex 30D;;Burgundy;
Fiberlogy;Fiberflex 30D;;Navy Blue;#1E88E5
Fiberlogy;Fiberflex 30D;;Light Green;#43A047
Fiberlogy;Fiberflex 30D;;Neon Yellow;#FDD835
Fiberlogy;Fiberflex 40D;;Brown;#6D4C41
Fiberlogy;Fiberflex 40D;;Black;#000000
Fiberlogy;Fiberflex 40D;;Orange;#FB8C00
Fiberlogy;Fiberflex 40D;;Light Green;#43A047
Fiberlogy;Fiberflex 40D;;Graphite;
Fiberlogy;Fiberflex 40D;;Navy Blue;#1E88E5
Fiberlogy;Fiberflex 40D;;Red;#E53935
Fiberlogy;Fiberflex 40D;;Burgundy;
Fiberlogy;Fiberflex 40D;;Blue;#1E88E5
Fiberlogy;Fiberflex 40D;;Yellow;#FDD835
Fiberlogy;Fiberflex 40D;;Purple;#8E24AA
Fiberlogy;Fiberflex 40D;;Green;#43A047
Fiberlogy;Fiberflex 40D;;Neon Yellow;#FDD835
Fiberlogy;Fiberflex 40D;;White;#FFFFFF
Fiberlogy;Fiberflex 40D;;Skin3;
Fiberlogy;Fiberflex 40D;;Gray;#9E9E9E
Fiberlogy;Fiberflex 40D;;Skin2;
Fiberlogy;Fiberflex 40D;;Skin1;
Fiberlogy;Fiberflex 40D;;Beige;#F5F5DC
Fiberlogy;Fiberflex 40D;;Vertigo;
Fiberlogy;Fiberflex 40D;;Pink;#FF66CC
Fiberlogy;Fiberflex;CF;Black;#000000
Fiberlogy;MattFlex 40D;;Black;#000000
Fiberlogy;MattFlex 40D;;Red;#E53935
Fiberlogy;MattFlex 40D;;White;#FFFFFF
Fiberlogy;MattFlex 40D;;Blue;#1E88E5
Fiberlogy;MattFlex 40D;;Graphite;
Fiberlogy;PA12;Nylon;Black;#000000
Fiberlogy;PA12;Nylon;Natural;
Fiberlogy;PA12;Nylon;White;#FFFFFF
Fiberlogy;PA12;Nylon;Orange;#FB8C00
Fiberlogy;PA12;Nylon;Blue;#1E88E5
Fiberlogy;PA12;Nylon;Yellow;#FDD835
Fiberlogy;PA12;Nylon;Red;#E53935
Fiberlogy;PA12;Nylon;Light Green;#43A047
Fiberlogy;PA12;Nylon;Inox;
Fiberlogy;PA12;Nylon + GF15;Black;#000000
Fiberlogy;PA12;Nylon + GF15;Natural;
Fiberlogy;PA12;Nylon + GF15;Red;#E53935
Fiberlogy;PA12;Nylon + GF15;Light Green;#43A047
Fiberlogy;PP;;White;#FFFFFF
Fiberlogy;PP;;Natur;
Fiberlogy;PP;;Black;#000000
Fiberlogy;PP;;Blue;#1E88E5
Fiberlogy;PP;;Light Green;#43A047
Fiberlogy;PP;;Orange;#FB8C00
Fiberlogy;PP;;Red;#E53935
Fiberlogy;PP;;Graphite;
Fiberlogy;PP;;Yellow;#FDD835
Fiberlogy;PP;;Gray;#9E9E9E
Fiberlogy;PP;;Steel Blue;#1E88E5
Fiberlogy;PP;;Sage Green;#43A047
Fiberlogy;PP;;Pastel Mint;
Fiberlogy;PP;;Pastel Pink;#FF66CC
Fiberlogy;PP;;Brown;#6D4C41
Fiberlogy;PP;;Pastel Lilac;#8E24AA
Fiberlogy;PP;;Pastel Blue;#1E88E5
Fiberlogy;PP;;Pastel Yellow;#FDD835
Fiberlogy;CPE;;Natural;
Fiberlogy;CPE;;Black;#000000
Fiberlogy;CPE;;Pure Transparent;
Fiberlogy;HIPS;;Natural;
Fiberlogy;HIPS;;Black;#000000
Fiberlogy;HIPS;;White;#FFFFFF
Fiberlogy;HIPS;;Graphite;
Fiberlogy;Fiberwood;;Natural;
Fiberlogy;Fiberwood;;Brown;#6D4C41
Fiberlogy;Fiberwood;;Green;#43A047
Fiberlogy;Fiberwood;;Carmine;
Fiberlogy;Fiberwood;;Black;#000000
Fiberlogy;Fiberwood;;White;#FFFFFF
Fiberlogy;FiberSilk;;Metallic Copper;
Fiberlogy;FiberSilk;;Metallic Red;#E53935
Fiberlogy;FiberSilk;;Metallic Navy Blue;#1E88E5
Fiberlogy;FiberSilk;;Metallic Gold;#D4AF37
Fiberlogy;FiberSilk;;Metallic Orange;#FB8C00
Fiberlogy;FiberSilk;;Metallic Brass;
Fiberlogy;FiberSilk;;Metallic Bronze;
Fiberlogy;FiberSilk;;Metallic Pearl;
Fiberlogy;FiberSilk;;Metallic Anthracite;
Fiberlogy;FiberSilk;;Metallic Blue;#1E88E5
Fiberlogy;FiberSilk;;Metallic Silver;#C0C0C0
Fiberlogy;FiberSilk;;Metallic Inox;
Fiberlogy;FiberSmooth;;Gray;#9E9E9E
Fiberlogy;FiberSmooth;;Black;#000000
Fiberlogy;FiberSmooth;;Blue;#1E88E5
Fiberlogy;FiberSmooth;;Red;#E53935
Fiberlogy;FiberSmooth;;Graphite;
FILAXIX;PLA;;White;#FFFFFF
FILAXIX;PLA;;Black;#000000
FILAXIX;PLA;Silk Dual Color;Rainbow;
FILAXIX;PLA;Silk Dual Color;Red Blue;#E53935
FILAXIX;PLA;Silk Dual Color;Blue Green;#1E88E5
FILAXIX;PLA;Silk Dual Color;Red Green;#E53935
FILAXIX;PLA;Silk Dual Color;Blue Silver;#1E88E5
FILAXIX;PLA;Silk Dual Color;Gold;#D4AF37
FILAXIX;PLA;Silk Dual Color;Silver;#C0C0C0
FILAXIX;PLA;Silk Dual Color;Red Copper;#E53935
FILAXIX;PETG;Glasfaser;Black;#000000
FILAXIX;PETG;Glasfaser;Blue;#1E88E5
FILAXIX;PETG;Glasfaser;Green;#43A047
FILAXIX;PETG;Glasfaser;Grey;#9E9E9E
FILAXIX;PETG;Glasfaser;Red;#E53935
FILAXIX;PETG;Glasfaser;White;#FFFFFF
FILAXIX;PETG;Kohlefaser;Black;#000000
FILAXIX;PETG;Kohlefaser;Marble Grey;#9E9E9E
FILAXIX;PETG;Kohlefaser;Carbon Blue;#1E88E5
FILAXIX;PETG;Kohlefaser;Olive Green;#43A047
FILAXIX;PETG;;Blue;#1E88E5
FILAXIX;PETG;;Silver;#C0C0C0
FILAXIX;PETG;;Space Grey;#9E9E9E
FILAXIX;PETG;High Speed;White;#FFFFFF
FILAXIX;ASA;;Grey;#9E9E9E
FILAXIX;ASA;;Black;#000000
FILAXIX;ASA;;White;#FFFFFF
FILAXIX;PETG;Matte;White;#FFFFFF
FILAXIX;PETG;Matte;Milky white;#FFFFFF
FormFutura;ABS;Pro;White;#FFFFFF
FormFutura;ABS;Pro;Black;#000000
FormFutura;ABS;EasyFil;Glow in the Dark Green;#43A047
FormFutura;ABS;EasyFil;Magenta;
FormFutura;ABS;EasyFil;Dark Blue;#1E88E5
FormFutura;ABS;EasyFil;Silver;#C0C0C0
FormFutura;ABS;EasyFil;Light Blue;#1E88E5
FormFutura;ABS;EasyFil;Black;#000000
FormFutura;ABS;EasyFil;Bronze;
FormFutura;ABS;EasyFil;Light Green;#43A047
FormFutura;ABS;EasyFil;Red;#E53935
FormFutura;ABS;EasyFil;Yellow;#FDD835
FormFutura;ABS;EasyFil;Orange;#FB8C00
FormFutura;ABS;EasyFil;Brown;#6D4C41
FormFutura;ABS;EasyFil;Grey;#9E9E9E
FormFutura;ABS;EasyFil;Dark Green;#43A047
FormFutura;ABS;EasyFil;White;#FFFFFF
FormFutura;ABS;ReForm rTitan;White;#FFFFFF
FormFutura;ABS;ReForm rTitan;Black;#000000
FormFutura;ABS;ReForm rTitan;Anthracide Grey;#9E9E9E
FormFutura;ABS;Titan X;Black;#000000
FormFutura;ABS;Titan X;White;#FFFFFF
FormFutura;ABS;Titan X;Natural;
FormFutura;ABS;Titan X;Light Grey;#9E9E9E
FormFutura;ABS;Titan X;Dark Blue;#1E88E5
FormFutura;ABS;Titan X;Red;#E53935
FormFutura;ABS;Titan X;Grey;#9E9E9E
FormFutura;ASA;ApolloX Kevlar;Natural;
FormFutura;ASA;ApolloX Kevlar;Black;#000000
FormFutura;ApolloX;;Black;#000000
FormFutura;ApolloX;;Dark Blue;#1E88E5
FormFutura;ApolloX;;White;#FFFFFF
FormFutura;ApolloX;;Natural;
FormFutura;ApolloX;;Light Grey;#9E9E9E
FormFutura;ApolloX;;Red;#E53935
FormFutura;ApolloX;;Grey;#9E9E9E
FormFutura;ASA;ReForm rApollo;Grey;#9E9E9E
FormFutura;ASA;ReForm rApollo;White;#FFFFFF
FormFutura;ASA;ReForm rApollo;Black;#000000
FormFutura;ASA;CarbonFil;Black;#000000
FormFutura;ASA;CarbonFil;CF03;
FormFutura;ASA;CarbonFil;Grey;#9E9E9E
FormFutura;ASA;CarbonFil;Green;#43A047
FormFutura;HIPS;EasyFil;Red;#E53935
FormFutura;HIPS;EasyFil;Dark Bllue;
FormFutura;HIPS;EasyFil;White;#FFFFFF
FormFutura;HIPS;EasyFil;Grey;#9E9E9E
FormFutura;HIPS;EasyFil;Black;#000000
FormFutura;HIPS;EasyFil;Natural;
FormFutura;WOOD;BioFil;Brown;#6D4C41
FormFutura;WOOD;BioFil;Natural;
FormFutura;WOOD;BioFil;White;#FFFFFF
FormFutura;WOOD;BioFil;Black;#000000
FormFutura;WOOD;BioFil;Ochre;
FormFutura;PA6;CF15 STYX;Black;#000000
FormFutura;PA7;CF15 STYX;Signal White;#FFFFFF
FormFutura;PA8;CF15 STYX;Natural;
FormFutura;PC;;Clear;
FormFutura;PC;;Traffic Black;#000000
FormFutura;PC;;White;#FFFFFF
FormFutura;PC;;Iron Grey;#9E9E9E
FormFutura;PETG;Bulk;Black;#000000
FormFutura;PETG;Bulk;Clear;
FormFutura;PETG;Bulk;White;#FFFFFF
FormFutura;PETG;Bulk;Red;#E53935
FormFutura;PETG;Bulk;Yellow;#FDD835
FormFutura;PETG;Bulk;Dark Grey;#9E9E9E
FormFutura;PETG;Bulk;Blue;#1E88E5
FormFutura;PETG;Bulk;Silver;#C0C0C0
FormFutura;PETG;Bulk;Light Green;#43A047
FormFutura;PET;EasyFil;Yellow;#FDD835
FormFutura;PET;EasyFil;Orange;#FB8C00
FormFutura;PET;EasyFil;Red;#E53935
FormFutura;PET;EasyFil;Light Green;#43A047
FormFutura;PET;EasyFil;Black;#000000
FormFutura;PET;EasyFil;White;#FFFFFF
FormFutura;PET;EasyFil;Dark Green;#43A047
FormFutura;PET;EasyFil;Dark Blue;#1E88E5
FormFutura;PET;EasyFil;Silver;#C0C0C0
FormFutura;PET;EasyFil;Light Blue;#1E88E5
FormFutura;PET;EasyFil;Dark Grey;#9E9E9E
FormFutura;PET;EasyFil;Clear;
FormFutura;ePETG;Easyfil;Transparent Yellow;#FDD835
FormFutura;ePETG;Easyfil;Transparent;
FormFutura;ePETG;Easyfil;Traffic Green;#43A047
FormFutura;ePETG;Easyfil;Squirrel Grey;#9E9E9E
FormFutura;ePETG;Easyfil;Traffic Red;#E53935
FormFutura;ePETG;Easyfil;Grey Aluminium;#9E9E9E
